Head,Body,Tags,First Answer
Is there an advantage in decaying $\epsilon$ during Q-Learning?,"
If the agent is following an $\epsilon$-greedy policy derived from Q, is there any advantage to decaying $\epsilon$ even though $\epsilon$ decay is not required for convergence?
","['reinforcement-learning', 'q-learning', 'convergence', 'epsilon-greedy-policy', 'exploration-strategies']",
Does SARSA(0) converge to the optimal policy in expectation if the Robbins-Monro conditions are removed?,"
The conditions of convergence of SARSA(0) to the optimal policy are :

The Robbins-Monro conditions above hold for $α_t$.
Every state-action pair is visited infinitely often
The policy is greedy with respect to the policy derived from $Q$ in the limit
The controlled Markov chain is communicating: every state can be reached from any other with positive probability (under some policy).
$\operatorname{Var}{R(s, a)} < \infty$, where $R$ is the reward function

The original proof of the convergence of TD(0) prediction (page 24 of the paper Learning to Predict by the Method of Temporal Differences) was for convergence in the mean of the estimation to the true value function. This did not require the learning rate parameter to satisfy Robbins-Monro conditions.
I was wondering if the Robbins-Monro conditions are removed from the SARSA(0) assumptions would the policy converge in some notion of expectation to the optimal policy?
","['reinforcement-learning', 'proofs', 'convergence', 'temporal-difference-methods']",
What are the conditions for the convergence of SARSA to the optimal value function?,"
Is it correct that for SARSA to converge to the optimal value function (and policy)

The learning rate parameter  $\alpha$ must satisfy the conditions:
$$\sum \alpha_{n^k(s,a)} =\infty \quad \text{and}\quad \sum \alpha_{n^k(s,a)}^{2} <\infty \quad \forall s \in \mathcal{S}$$
where $n_k(s,a)$ denotes the $k^\text{th}$ time $(s,a)$ is visited
$\epsilon$ (of the $\epsilon$-greedy policy) must be decayed so that the policy converges to a greedy policy.
Every state-action pair is visited infinitely many times.

Are any of these conditions redundant?
","['reinforcement-learning', 'math', 'proofs', 'convergence', 'sarsa']","
I have the conditions for convergence in these notes SARSA convergence by Nahum Shimkin.

The Robbins-Monro conditions above hold for $α_t$.
Every state-action pair is visited infinitely often
The policy is greedy with respect to the policy derived from $Q$ in the limit
The controlled Markov chain is communicating: every state can be reached from any other with positive probability (under some policy).
$\operatorname{Var}{R(s, a)} < \infty$, where $R$ is the reward function

"
How is the gradient with respect to weights derived in batch normalization?,"
At the bottom of page 2 of the paper L2 Regularization versus Batch and Weight Normalization, the equation for the gradient of the output with respect to the weights is given as:
$$
\triangledown y_{BN} (X; w, \gamma, \beta)  = \frac{X}{\sigma(X)}\gamma g'(z).
$$
Can someone break down into smaller steps on how the author got to that equation?
","['papers', 'backpropagation', 'notation', 'regularization', 'batch-normalization']",
YOLOv3 Model Structure: Why is filters = (classes + coords + 1) * num?,"
Here's a tutorial about doing custom training of YOLO (Darknet): https://medium.com/@manivannan_data/how-to-train-yolov3-to-detect-custom-objects-ccbcafeb13d2
The tutorial guides how to set values in the .cfg files:

classes = Number of classes, OK
filters = (classes + 5) * 3

Why is it 'plus 5' then 'times 3'?
Some say it's (classes + coords + 1) * num, but I can't guess it out the meaning.
","['computer-vision', 'yolo', 'darknet', 'models', 'filters']",
Irregular results while prediction identical object on same image,"
I used the pre-trained model faster_rcnn_resnet101_coco.config with my own dataset.
I have two issues 

some objects were not detected, while I learned it, with a high number of steps, and test over the same learning data, but still have some missing data
sometimes, the same identical objects predicted correctly on some images and sometimes it got missed, although the objects are identical 

Any help would be appreciated.
","['tensorflow', 'prediction', 'object-detection']",
Monte Carlo updates on policy gradient with no terminal state,"
Consider some MDP with no terminal state. We can apply bootstrapping methods (like TD(0)) to learn in these cases no problem, but in policy gradient algorithms that have only a simple monte carlo update, it requires us to supply a complete trajectory (which is impossible with no terminal state). 
Naturally, one might let the MDP run for 1000 periods, and then terminate as an approximation. If we feed these trajectories into a monte carlo update, I imagine that samples for time period t=1,2,...,100 would give very good estimates for the value function due to the discount factor. However, the time periods 997, 998, 999, 1000, we'd have an expected value for those trajectories far different than V(s) due to their proximity to the cutoff of 1000.
The question is this: 

Should we even include these later-occurring data points when we update our function approximation? 

OR

Is the assumption that these points become really sparse in our updates, so they won't have much effect in our training?

OR

Is it usually implied that the final data reward in the trajectory is bootstrapped in these cases (i.e., we have some TD(0)-like behavior in this case)?

OR 

Are monte carlo updates for policy gradient algorithms even appropriate for non-terminating MDPs due to this issue? 

","['deep-rl', 'policy-gradients', 'function-approximation']","

Naturally, one might let the MDP run for 1000 periods, and then terminate as an approximation. If we feed these trajectories into a monte carlo update, I imagine that samples for time period t=1,2,...,100 would give very good estimates for the value function due to the discount factor. However, the time periods 997, 998, 999, 1000, we'd have an expected value for those trajectories far different than V(s) due to their proximity to the cutoff of 1000.

I think your intuition is... partially right here, but not entirely precise. Recall that a value function $V(S)$ is generally defined as something like (omitting some unimportant details like specifying the policy):
$$V(S_i) = \mathbb{E} \left[ \sum_{t=0}^{\infty} \gamma^t R_{i+t} \right].$$
The ""samples for time period $t = 1, 2, \dots, 100$ that you mention are not estimates for this full value function. They're estimates for the corresponding individual terms $R_{i+t}$. Indeed, in general, your intuition is right that the closer they are to the ""starting point"" $i$, the more likely they'll be to be accurate estimators. This is because larger $t$ are typically associated with larger numbers of stochastic state-transitions and stochastic decision-making, and therefore often exhibit higher variance.


Should we even include these later-occurring data points when we update our function approximation? 


Theoretically, you absolutely should. Suppose you have an environment where almost every reward is equal to $0$, and only after 1000 steps do you actually observe a non-zero reward. If you don't include this, you'll learn nothing! In practice, it can often be a good idea to give them less importance though. This already happens automatically by picking a discount factor $\gamma < 1$.


Is it usually implied that the final data reward in the trajectory is bootstrapped in these cases (i.e., we have some TD(0)-like behavior in this case)?

OR

Are monte carlo updates for policy gradient algorithms even appropriate for non-terminating MDPs due to this issue? 


It would be possible to do some form of bootstrapping at the end yeah, cut off and then have a trained value function predicting what the remainder of the rewards would be. TD($\lambda$) with $\lambda$ close to $1$ would be much closer in behaviour to true MC updates than TD($0$) though. Either way, it would be technically incorrect to still call it Monte-Carlo then, it would no longer be pure Monte-Carlo. So yes, strict Monte-Carlo updates in the purest sense of the term are not really applicable to infinite episodes.
"
Can two planning PDDL actions be taken simultaneously?,"
We are discussing planning algorithms currently, and the question is to describe the steps to check if actions could be taken simultaneously. This is a really open-ended question so I'm not sure where to start. 
","['planning', 'pddl']","
First place to look is how the preconditions/effects of different actions interact.
"
What's the difference in using multiple convolutional layers and no pooling versus using a single convolutional layer and a single max pooling layer?,"
I'm currently working on a college project in which I'm designing a Deep Q-Network that takes images/frames as an input.
I've been searching online to see how other people have designed their convolutional stage and I've seen many different implementations.
Some projects, such as DeepMinds Atari 2600 project, use 3 convolutional layers and no pooling (from what I can see).
However, other projects use fewer convolutional layers and add a pooling layer onto the end.
I understand what both layers do, I was just wondering is there a benefit to how DeepMind did it and not use pooling or should I be using a pooling layer and fewer convolutional layers?
Or have I completely missed out on something? Is Deep Mind actually using pooling after each convolutional layer?
","['convolutional-neural-networks', 'dqn', 'convolution', 'deepmind', 'pooling']",
How can I constraint the actions with dependent coordinates?,"
I am working on a customized RL environment where each action is represented as a tuple $a = (a_1,a_2,\cdots,a_n)$ such that certain condition must be satisfied for entries of $a$ (for instance, $a_1+a_2+\cdots+a_n \leq \text{constant}$). 
I am using the policy gradient method, but I am having some difficulty modeling the underlying probability distribution of actions.  Is there any work done in this direction?
For the constraint $a_1+a_2+\cdots+a_n \leq \text{constant}$, I was thinking about generating $n+1$ uniform random variables $U_1,U_2,\cdots,U_n, U$, and set $a_i = \text{constant}\times U \times \frac{U_i}{\sum_{j=1}^n U_j}$. Problem is that the joint density is a bit messy to calculate, which is needed to get the negative log likelihood. I am curious about how such issue is handled in practice. 
","['reinforcement-learning', 'policy-gradients', 'markov-decision-process']","
At first glance, I thought this was similar to ""continuous-discrete"" action selection (https://arxiv.org/pdf/1810.06394.pdf). However, I think your problem is different.
I am assuming that each $a_i$ is continuous and that the action which interacts with your environment is the entire vector $a = (a_1,a_2,\dotso,a_n)$ and not an individual $a_i$. Then you could treat it like a hierarchical problem. If you want $a_1 + a_2 < 2$ for example, then you could sample $a_1 \sim U(0,2)$ and $a_2 | a_1 \sim U(0, 2-a_1)$ and have $p(a) = p(a_2 | a_1)p(a_1)$. The specifics of how you do this depends more finely on how your problem is set up.
Perhaps you can find similar ideas from the paper linked above. Also, other work in the robitics literature studies structured and hybrid action spaces.
"
How does the regression layer in the localization network of a spatial transformer work?,"
I am trying to understand the spatial transformer network mentioned in this paper https://papers.nips.cc/paper/5854-spatial-transformer-networks.pdf. I am clear about the last two stages of the spatial transformer i.e. the grid generator and sampler. However I am unable to understand the localization network which outputs the parameters of the transformation that is applied to the input image. So here are my doubts.

Is the network trained on various affine/projective transforms of the input or only the standard input with a standard pose?
If the answer to question 1 is no, then how does the regression layer correctly regress the values of the transformation applied to the image? In other words how does the regression layer know what transformation parameters are required when it has never seen those inputs before?

Thanks in advance. 
","['neural-networks', 'machine-learning', 'regression', 'transformer']","

Localization network is not trained separately on special transform of input. It's just a part of feed forward network which is trained as a whole, with normal backpropagation.
It's just part of the network which affect the loss function. As in any backpropagation loss function propagate back gradient, which backpropagate through final part of the network, backpropagate through differentiable sampler(that is non-trivial part, which use transfromation produced by localization subnetwork) and after that backpropagate into localization part
Whole approach of spatial transformers could be in doubt now. There were some anecdotal evidences that it was not working on less trivial tasks (private communications, was not working for me either)

"
What is the equation of the separation line for this neuron with identity activation?,"
I have a single neuron with 2 inputs, and identity activation, where f is activation function and u is output:
$u = f(w_1x_1 + w_2x_2 + b) = w_1x_1 + w_2x_2 + b$
My guessing for the separation line equation:
$u = w_1x_1 + w_2x_2 + b$
$\implies x_2 = \dfrac{u - w_1x_1 - b}{w_2}$
$\implies x_2 = (\dfrac{-w_1}{w_2})x_1 + \dfrac{u-b}{w_2}$
And the questions are:
1) Is the separation line equation above correct?
2) And when f is not identity function, is the separation line equation still the same? or different?
","['machine-learning', 'math', 'artificial-neuron', 'activation-functions']",
Is it possible to use deeplearning with spark (with a distributed databases as HDFS or Cassandra)? [closed],"







                                This post is about specific software, hardware, datasets, or pre-trained models.
                                
                            











 After having gone through the help center, if you think this post is on-topic but has just been formulated incorrectly, please, edit it to clarify how it's on-topic and then vote to re-open it.


Closed last year.







                        Improve this question
                    



If it is possible, will it be really useful or the model will end up converging very early(with a typical optimum learning rate) ? Any content on this topic will be helpful for me.
","['neural-networks', 'deep-learning', 'tensorflow', 'convergence']",
Is it possible to derive meaning from text by providing multiple ways of saying the same thing to a neural network?,"
Let's say I feed a neural network with multiple string sentences that mean roughly the same thing but are formulated differently. Will the neural network be able to derive patterns of meaning in the same way that it is being done with images. Is this an approach currently used in Natural Language Processing? 
With images of dogs the neural network will get the underlying patterns that define a dog. Could it be the same thing with sentences? 
","['neural-networks', 'natural-language-processing', 'classification', 'text-classification']","
No, it will not derive patterns of meaning, as the network has no understanding of language. What will happen, is that it picks up surface features (usually letter sequences) which are common between sentences with the same (or a similar) meaning.
This approach is often used in chatbots for intent recognition. Sometimes it picks up subtle patterns that humans would not notice, but they are also often not reliable: you get wrong classifications without knowing why.
Having said that, it works fine if you want to distinguish between a limited number of different intents (you don't even need a lot of training examples — 4 to 5 examples are often sufficient if they are well-selected). In this fairly limited scenario yes, otherwise no.
"
Is this model overfitted or not?,"
I am training a neural network and plot model accuracy and model loss.
I am a little confused about overfitting. Is my model overfitted or not? how can I interpret it



EDIT: here is a sample of my input data, I have a binary image classification

","['neural-networks', 'training']","
Overfitting nearly always occurs to some degree when fitting to limited data sets, and neural networks are very prone to it. However neither of your graphs show a major problem with overfitting - that is usually obvious when epoch counts increase, the results on training data continue to improve whilst the results on cross validation get progressively worse. Your validation results do not do that, and appear to remain stable.
It is usually pragmatic to accept that there will be at least some difference between measurements on the training set and cross validation or test sets. The primary goal is usually to get the best measurements in test that you can. With that in mind, you are usually only interested in how much you are overfitting if it implies you could improve performance by using techniques to reduce overfitting e.g. various forms of regularisation.
Without knowing your data set or known good results, it is hard to tell whether the difference you are seeing between test and train in accuracy could be improved. Your accuracy graph shows a train accuracy close to 100% and a validation accuracy close to ~96%. It looks a bit like MNIST results, and if I saw that result on MNIST I would suspect something was wrong, and it might be fixed by looking at regularisation (but it might also be something esle). However, that's only because I know that 99.7% accuracy is possible in test - on other problems I might be very happy with 96% accuracy.
The loss graph is not very useful, since the scale has completely lost any difference there might be between training and validation. You should probably re-scale it to show detail close to 0 loss, and ignore the earlier large loss values.
"
Should I apply image processing techniques to the inputs of convolution networks?,"
After working for some time with feature-based pattern recognition, I am switching to CNN to see if I can get a higher recognition rate.
In my feature-based algorithm, I do some image processing on the picture before extracting the features, such as some convolution filters to reduce noise and segmentation into the foreground and background, and finally identifying and binarization of objects.
Should I do the same image processing before feeding data into my CNN, or is it possible to feed raw data to a CNN and expect that the CNN will adapt automatically without per-image-processing steps? 
","['convolutional-neural-networks', 'image-recognition', 'image-processing']","
The CNN should work without trying to do special feature extraction. As pointed out some pre-processing can aid in enhancing the CNN's classification results. The Keras 
ImageDataGenerator provides optional parameters you can set to provide pre-processing as well as provide data augmentation.
One thing I know that works for sure but can be painful is cropping the images in such a way that the subject of interest occupies a high percentage of the pixels in the resultant cropped image. The cropped image can than be resized as needed. The logic here is simple.
You want your CNN to train on the subject of interest (for example a bird sitting in a tree where the bird is the subject of interest). The part of the image that is not of the bird is essentially just noise making the classifier's job harder. For example say you have a 500 X 500 initial image in which the subject of interest (the bird) only takes up 10% of the pixels (25,000 pixels). Now say as  input to your CNN you reduce the image size to 100 X 100. Now the (pixels that the CNN 'learns' from is down to 1000 pixels.
However lets say you crop the image so that the features of the bird are preserved but the  pixels of the bird in the cropped image take up 50% of the pixels. Now if you resize the cropped image to 100 X 100 , 5000 pixels of relevance are available for the network to learn from. I have done this on several data sets. In particular images of people where the subject of interest is the face. There are many programs that are effective at cropping these images so that  mostly just the face appears in the cropped result. I have trained a deep CNN in one case using uncropped images  and in the other with cropped images. The results are significantly better using the cropped images.
"
"Solving the supervised learning problem of learning $p(y \vert \mathbf{x})$ by using traditional unsupervised technologies to learn $p(\mathbf{x}, y)$","
I am currently studying Deep Learning by Goodfellow, Bengio, and Courville. In chapter 5.1.2 The Performance Measure, $P$, the authors say the following:

Unsupervised learning and supervised learning are not formally defined terms. The lines between them are often blurred. Many machine learning technologies can  be used to perform both tasks. For example, the chain rule of probability states that for a vector $\mathbf{x} \in \mathbb{R}^n$, the joint distribution can be decomposed as
$$p(\mathbf{x}) = \prod_{i = 1}^n p(x_i \vert x_1, \dots, x_{i - 1} ).$$
This decomposition means that we can solve the ostensibly unsupervised problem of modeling $p(\mathbf{x})$ by splitting it into $n$ supervised learning problems. Alternatively, we  can solve the supervised learning problem of learning $p(y \vert \mathbf{x})$ by using traditional unsupervised technologies to learn the joint distribution $p(\mathbf{x}, y)$, then inferring
$$p(y \vert \mathbf{x} ) = \dfrac{p(\mathbf{x}, y)}{\sum_{y'}p(\mathbf{x}, y')}.$$

I found this part vague:

Alternatively, we can solve the supervised learning problem of learning $p(y \vert \mathbf{x})$ by using traditional unsupervised technologies to learn the joint distribution $p(\mathbf{x}, y)$, then inferring
$$p(y \vert \mathbf{x} ) = \dfrac{p(\mathbf{x}, y)}{\sum_{y'}p(\mathbf{x}, y')}.$$

Can someone please elaborate on this, and also explain more clearly the role of $p(y \vert \mathbf{x} ) = \dfrac{p(\mathbf{x}, y)}{\sum_{y'}p(\mathbf{x}, y')}$?
I would greatly appreciate it if people would please take the time to clarify this.
","['unsupervised-learning', 'supervised-learning', 'probability-distribution', 'conditional-probability']",
Have GANs been used to solve regression problems?,"
I've noticed that in the last 2 years GANs have become really popular. I know that initially they have been proposed for image classification but I was curious if any of you are aware of any papers where GANs are used to solve regression problems?
","['machine-learning', 'applications', 'research', 'generative-adversarial-networks', 'regression']","
In reality GANs are not made for image classification, but for data generation, and they have gained popularity on image generation. They are also used for tabular data generation, see for example TGAN, or for time series generation, e.g. Quant GAN. You have even some application for the field of graphs and networking, e.g. NetGAN and GraphGAN.
"
Why is my loss (binary cross entropy) converging on ~0.6? (Task: Natural Language Inference),"
I’m trying to debug my neural network (BERT fine-tuning) trained for natural language inference with binary classification of either entailment or contradiction. I've trained it for 80 epochs and its converging on ~0.68. Why isn't it getting any lower?
Thanks in advance!

Neural Network Architecture:

Training details:

Loss function: Binary cross entropy
Batch size: 8
Optimizer: Adam (learning rate = 0.001)
Framework: Tensorflow 2.0.1
Pooled embeddings used from BERT output.
BERT parameters are not frozen.

Dataset:

10,000 samples
balanced dataset (5k each for entailment and contradiction)
dataset is a subset of data mined from wikipedia.
Claim example: ""'History of art includes architecture, dance, sculpture, music, painting, poetry literature, theatre, narrative, film, photography and graphic arts.'""
Evidence example: ""The subsequent expansion of the list of principal arts in the 20th century reached to nine : architecture , dance , sculpture , music , painting , poetry -LRB- described broadly as a form of literature with aesthetic purpose or function , which also includes the distinct genres of theatre and narrative -RRB- , film , photography and graphic arts .""

Dataset preprocessing: 

Used [SEP] to separate the two sentences instead of using separate embeddings via 2 BERT layers. (Hence, segment ids are computed as such)
BERT's FullTokenizer for tokenization.
Truncated to a maximum sequence length of 64.

See below for a graph of the training history. (Red = train_loss, Blue = val_loss)

","['deep-learning', 'natural-language-processing', 'tensorflow', 'training', 'bert']","
Are you using BinaryCrossEntropy through tensorflow? If so, check if you are using the logits argument. I am using from_logits=True .It is not similar to the original BinaryCrossEntropy loss.
"
Many of the best probabilistic models represent probability distributions only implicitly,"
I am currently studying Deep Learning by Goodfellow, Bengio, and Courville. In chapter 5.1.2 The Performance Measure, P, the authors say the following:

The choice of performance measure may seem straightforward and objective, but it is often difficult to choose a performance measure that corresponds well to the desired behavior of the system.
In some cases, this is because it is difficult to decide what should be measured. For example, when performing a transcription task, should we measure the accuracy  of the system at transcribing entire sequences, or should we use a more fine-grained performance measure that gives partial credit for getting some elements of the sequence correct? When performing a regression task, should we penalize the  system more if it frequently makes medium-sized mistakes or if it rarely makes very large mistakes? These kinds of design choices depend on the application.
In other cases, we know what quantity we would ideally like to measure, but measuring it is impractical. For example, this arises frequently in the context of density estimation. Many of the best probabilistic models represent probability distributions only implicitly. Computing the actual probability value assigned to a  specific point in space in many such models is intractable. In these cases, one must design an alternative criterion that still corresponds to the design objectives, or design a good approximation to the desired criterion.

It is this part that interests me:

Many of the best probabilistic models represent probability distributions only implicitly.

I don't have the experience to understand what this means (what does it mean to represent distributions ""implicitly""?). I would greatly appreciate it if people would please take the time to elaborate upon this.
","['deep-learning', 'probability-distribution']",
What are the differences between transfer learning and meta learning?,"
What are the differences between meta-learning and transfer learning?
I have read 2 articles on Quora and TowardDataScience. 

Meta learning is a part of machine learning theory in which some
  algorithms are applied on meta data about the case to improve a
  machine learning process. The meta data includes properties about the
  algorithm used, learning task itself etc. Using the meta data, one can
  make a better decision of chosen learning algorithm(s) to solve the
  problem more efficiently.

and

Transfer learning aims at improving the process of learning new tasks
  using the experience gained by solving predecessor problems which are
  somewhat similar. In practice, most of the time, machine learning
  models are designed to accomplish a single task. However, as humans,
  we make use of our past experience for not only repeating the same
  task in the future but learning completely new tasks, too. That is, if
  the new problem that we try to solve is similar to a few of our past
  experiences, it becomes easier for us. Thus, for the purpose of using
  the same learning approach in Machine Learning, transfer learning
  comprises methods to transfer past experience of one or more source
  tasks and makes use of it to boost learning in a related target task.

The comparisons still confuse me as both seem to share a lot of similarities in terms of reusability. Meta-learning is said to be ""model agnostic"", yet it uses metadata (hyperparameters or weights) from previously learned tasks. It goes the same with transfer learning, as it may reuse partially a trained network to solve related tasks. I understand that there is a lot more to discuss, but, broadly speaking, I do not see so much difference between the two.
People also use terms like ""meta-transfer learning"", which makes me think both types of learning have a strong connection with each other.
I also found a similar question, but the answers seem not to agree with each other. For example, some may say that multi-task learning is a sub-category of transfer learning, others may not think so.
","['machine-learning', 'deep-learning', 'comparison', 'transfer-learning', 'meta-learning']","
Meta-learning is more about speeding up and optimizing hyperparameters for networks that are not trained at all, whereas transfer learning uses a net that has already been trained for some task and reusing part or all of that network to train on a new task which is relatively similar. So, although they can both be used from task to task to a certain degree, they are completely different from one another in practice and application, one tries to optimize configurations for a model and the other simply reuses an already optimized model, or part of it at least.
"
CBIR and object detection,"
How does CBIR (content based image recognition) fit into the problem of object detection? Let's say we want to detect 4 types of dogs (Golden Retriever, Cocker Spaniel, Greyhound, and Labrador). We have an ""average"" model trained using YOLOv3.   So it might, for example, have a lot of false positives and false negatives. 
How could we use CBIR to improve the detections from this ""average' YOLOv3 model?
",['object-detection'],
Is the choice of the optimiser relevant when doing object detection?,"
Suppose that we have 4 types of dogs that we want to detect (Golden Retriever, Black Labrador, Cocker Spaniel, and Pit Bull). The training data consists of png images of a data set of dogs along with their annotations. We want to train a model using YOLOv3.
Does the choice of optimizer really matter in terms of training the model? Would the Adam optimizer be better than the Adadelta optimizer? Or would they all basically be the same?
Would some optimizers be better because they allow most of the weights to achieve their ""global"" minima?
","['object-detection', 'object-recognition', 'stochastic-gradient-descent', 'adam', 'adadelta']","
I have experimented with this to a small degree and have not noticed that much of an impact.
To date, Adam appears to give the best results on a variety of image data sets. I have found that ""adjusting"" the learning rate during training is an effective means of improving model performance and has more impact than the selection of the optimizer.
Keras has two callbacks that are useful for this purpose. Documentation is at https://keras.io/callbacks/. The ModelCheckpoint callback enables you to save the full model or just the model weights based on monitoring a metric. Typically, you monitor validation loss and set the parameter save_best_only=True to save the results for the lowest validation loss. The other useful callback is ReduceLROnPlateau, which allows you to adjust the learning rate based on monitoring a metric. Again, the metric usually monitored is the validation loss. If the loss fails to reduce after a user-set number of epochs (parameter patience), the learning rate will be adjusted by a user-set factor (parameter factor). You can think of the training process as traveling down a valley. As you near the bottom of the valley, it becomes more and more narrow. If your learning rate does not adjust to the ""narrowness"" there is no way you will get to the bottom of the valley.
You can also write a custom callback to adjust the learning rate. I have done this and created one which first adjusts the learning rate based on monitoring the training loss until the training accuracy reaches 95%. Then it switches to adjust the learning rate based on monitoring the validation loss. It saves the model weights for the lowest validation loss and loads the model with these weights to make predictions. I have found this approach leads to faster training and higher accuracy.
The fact is you can't tell if your model has converged on a global minimum or a local minimum. This is evidenced by the fact that, unless you take special efforts to inhibit randomization, you can get different results each time you run your model. The loss can be envisioned as a surface in $N$ space, where $N$ is the number of trainable parameters. Lord knows what that surface is like and where your initial parameter weights put you on that surface, plus how other random processes cause you to traverse that surface.
As an example, I ran a model at least 20 times and got resultant losses that were very close to each there. Then I ran it again and got far better results for exactly the same data.
"
Is there a way to ensure that my model is able to recognize an unseen example?,"
My question is more theoretical than practical. Let's say that I am training my cat classifier with a dataset that I feel is pretty representative of cat images in general. But then a new breed of cat is created that is distinct from other cats and it does not exist in my dataset.
My question is: is there a way to ensure that my model is still able to recognize this unseen breed, even though I didn't know it would come into existence when I originally trained my model?
I have been trying to answer this question by intentionally designing my validation and test sets such that they contain examples that are quite distantly related to those that exist in the training set (think of it like intentionally leaving out specific breeds of cats from the training set).
The results are interesting. For example, slight changes to parameters can dramatically change performance on the distantly related test examples, while not changing performance very much for the more closely related examples. I was wondering if anyone has done a deeper analysis of this phenomenon.
","['neural-networks', 'machine-learning', 'overfitting', 'regularization', 'generalization']","
The comments already are giving you some good tips about how to improve what your model recognizes, but I think your question goes above that asking if there's a way to ensure that it will always recognize the cats.
The short answer is ""no"".
The slightly longer answer is ""yes, but cheating"".
Regardless, there are a lot of steps you might take to improve the generalization aspect of your model.

Long answer:
A drama: cat classification in three acts
Act I: Cat as texts
Let's start with an example. Say that your model is trained with these inputs, and learns to correctly recognize them as a cat or not a cat:
cat → yes!
Cat → yes!
ferret → no
cat. → yes!
Cat! → yes!
Three MC's and one DJ → no

Your goal is to train your model so that every new variation, even unseen ones, will correctly be identified.
With a good level of generalization, your model will correctly classify new inputs that it has never seen before:
skunk → no
cat? → yes!
dog → no
CAT → yes

With this scenario, let's say the model now finds this:
kat → ?

Is that a ""cat"" misspelled? Is that short for Katherine? What should the model do?
Act II: But surely this doesn't happen in real life
Leaving the analogy for a bit, will your model that's looking at domestic cats properly accommodate for Savannah Cats, or will it consider them out? (They kind of look like cheetahs.) What about Sphinx cats? (They look like raw chicken to me.) Elf cats? (They look like bats.) This is just an example, but you can probably figure out more.
And the reason behind this problem is that the distinction itself between different classifications (in real life) is not binary, but rather a transition between ""yes, that's a textbook cat"" and ""that's a chair"". Your model will output binary decisions (maybe accompanied by a confidence interval, but even with it, you'll make the call into deciding if it's a cat or not).
Setting specific boundaries will help. You can define that your model will only detect domestic cats, maybe no bigger than a certain size, only of certain colors, etc... This is limiting what the model will correctly recognize as a cat when we (humans) might disagree. For instance, I would still argue that flourescent cats are still cats.
Going back to the simple text analogy, this is similar to deciding that to be detected as a cat, it has to start with a ""c"". So now you've discarded ¡Cat!.
In this way, it's not possible to ensure (notice the word) that your model will detect all of these unknown variations. There will be always some room for error that needs to be accepted, as long as the errors are infrequent or rare enough that they can be accepted as a regular part of the model.
Act III: Concept drift, a cautionary tale
Finally, the problem becomes even harder as we might be dealing with concepts that change over time, outside of the knowledge of the model, and outside of the knowledge of the person that supervised the model learning.
As and the breeds of cat changes, your model will have to accommodate by what we (users of the model) consider a valid definition of cat. Which might change in really unexpected ways and not really ""look"" like a cat. And since your model can only learn from what ""looks"" like a cat, it's always held in a disadvantaged position.
This will happen with almost any machine learning model that is approximating a result, regardless of the technique/algorithm. Approximations include a level of error because reality is usually complex in ways that we either don't know about or that are too computationally expensive.
"
How to pad sequences during training for an encoder decoder model,"
I've got an encoder-decoder model for character level English language spelling correction, it is pretty basic stuff with a two LSTM encoder and another LSTM decoder. 
However, up until now, I have been pre-padding the input sequences, like below:
abc  -> -abc
defg -> defg
ad   -> --ad

And next I have been splitting the data into several groups with the same output length, e.g.
train_data = {'15': [...], '16': [...], ...}

where the key is the length of the output data and I have been training the model once for each length in a loop.
However, there has to be a better way to do this, such as padding after the EOS character etc. But if this is the case, how would I change the loss function so that this padding isn't counted into the loss?
","['neural-networks', 'recurrent-neural-networks', 'long-short-term-memory', 'sequence-modeling', 'language-model']",
Are there any rules of thumb for having some idea of what capacity a neural network needs to have for a given problem?,"
To give an example. Let's just consider the MNIST dataset of handwritten digits. Here are some things which might have an impact on the optimum model capacity:

There are 10 output classes
The inputs are 28x28 grayscale pixels (I think this indirectly affects the model capacity. eg: if the inputs were 5x5 pixels, there wouldn't be much room for varying the way an 8 looks)

So, is there any way of knowing what the model capacity ought to be? Even if it's not exact? Even if it's a qualitative understanding of the type ""if X goes up, then Y goes down""?
Just to accentuate what I mean when I say ""not exact"": I can already tell that a 100 variable model won't solve MNIST, so at least I have a lower bound. I'm also pretty sure that a 1,000,000,000 variable model is way more than needed. Of course, knowing a smaller range than that would be much more useful!
","['neural-networks', 'computational-learning-theory', 'regularization', 'vc-dimension', 'capacity']","
This may sound counter intuitive but one of the biggest rules of thumb for model capacity in deep learning:
IT SHOULD OVERFIT. 
Once you get a model to overfit, its easier to experiment with regularizations, module replacements, etc. But in general, it gives you a good starting ground.
"
Recurrent neural Network for survival analyses: Dealing with forecast data as feature which can exceed the number of days untill a event occurs,"
I am building a Recurrent Neural network (LSTM) for predicting the number of days until a Pollen season starts (when the cumulative of the year exceeds X). One of the features I am including in my model is the weather forecast. 
However, I do not feel confident about the way I defined the model while including this weather forecast; currently, the weather forecast of 7 days is included as one of the predictors, However, when the label (number of days until the season starts) is smaller than the forecast I am training te model on forecast data which is completely irrelevant in determining the start of the season (e.g. if the season starts in 2 days and I am including the forecast of 7 days as predictor I am also training the model on the 5 days after the season already started while these are completely irrelevant).
My feeling is that it is not right when training RNN's for survival analyses. Does anyone know a way to deal with this? Or have an example where someone dealt with a similar issue?
Thanks a lot!
","['recurrent-neural-networks', 'long-short-term-memory', 'forecasting', 'survival']",
